"transaction_id","sale_date","customer_id","gender","age","age_group","product_category","quantity","total_amount","unit_price_calc"
317,2023-01-30,CUST317,Male,22,"20-35",Electronics,3,90.00,30.0000000000000000
318,2023-10-24,CUST318,Male,61,"50+",Clothing,1,25.00,25.0000000000000000
319,2023-10-05,CUST319,Male,31,"20-35",Clothing,1,500.00,500.0000000000000000
320,2023-02-01,CUST320,Female,28,"20-35",Electronics,4,1200.00,300.0000000000000000
321,2023-06-10,CUST321,Female,26,"20-35",Electronics,2,50.00,25.0000000000000000
322,2023-01-30,CUST322,Male,51,"50+",Electronics,1,500.00,500.0000000000000000
323,2023-01-26,CUST323,Female,29,"20-35",Beauty,3,900.00,300.0000000000000000
324,2023-10-27,CUST324,Female,52,"50+",Electronics,3,150.00,50.0000000000000000
325,2023-09-02,CUST325,Female,52,"50+",Electronics,2,50.00,25.0000000000000000
326,2023-09-15,CUST326,Female,18,"18-20",Clothing,3,75.00,25.0000000000000000
327,2023-09-29,CUST327,Male,57,"50+",Electronics,3,150.00,50.0000000000000000
328,2023-03-22,CUST328,Male,39,"36-50",Beauty,2,100.00,50.0000000000000000
329,2023-01-30,CUST329,Female,46,"36-50",Electronics,4,100.00,25.0000000000000000
330,2023-09-18,CUST330,Female,25,"20-35",Beauty,4,200.00,50.0000000000000000
331,2023-02-11,CUST331,Male,28,"20-35",Electronics,3,90.00,30.0000000000000000
332,2023-04-06,CUST332,Male,58,"50+",Electronics,4,1200.00,300.0000000000000000
333,2023-02-05,CUST333,Female,54,"50+",Electronics,4,1200.00,300.0000000000000000
334,2023-11-01,CUST334,Male,31,"20-35",Electronics,3,900.00,300.0000000000000000
335,2023-02-04,CUST335,Female,47,"36-50",Beauty,4,120.00,30.0000000000000000
336,2023-12-12,CUST336,Female,52,"50+",Beauty,3,150.00,50.0000000000000000
337,2023-05-01,CUST337,Male,38,"36-50",Clothing,1,500.00,500.0000000000000000
338,2023-07-26,CUST338,Male,54,"50+",Beauty,2,100.00,50.0000000000000000
339,2023-03-03,CUST339,Female,22,"20-35",Electronics,2,50.00,25.0000000000000000
340,2023-10-19,CUST340,Female,36,"36-50",Clothing,4,1200.00,300.0000000000000000
341,2023-05-07,CUST341,Male,31,"20-35",Clothing,4,200.00,50.0000000000000000
342,2023-10-24,CUST342,Female,43,"36-50",Clothing,4,2000.00,500.0000000000000000
343,2023-11-01,CUST343,Male,21,"20-35",Electronics,2,50.00,25.0000000000000000
344,2023-01-21,CUST344,Female,42,"36-50",Beauty,1,30.00,30.0000000000000000
345,2023-11-14,CUST345,Male,62,"50+",Electronics,1,30.00,30.0000000000000000
346,2023-02-11,CUST346,Male,59,"50+",Clothing,2,1000.00,500.0000000000000000
347,2023-08-03,CUST347,Male,42,"36-50",Electronics,1,25.00,25.0000000000000000
348,2023-12-03,CUST348,Female,35,"20-35",Electronics,2,600.00,300.0000000000000000
349,2023-10-26,CUST349,Female,57,"50+",Beauty,1,50.00,50.0000000000000000
350,2023-10-17,CUST350,Male,25,"20-35",Beauty,3,75.00,25.0000000000000000
351,2023-09-25,CUST351,Female,56,"50+",Clothing,3,90.00,30.0000000000000000
352,2023-06-11,CUST352,Male,57,"50+",Electronics,2,1000.00,500.0000000000000000
353,2023-05-14,CUST353,Male,31,"20-35",Electronics,1,500.00,500.0000000000000000
354,2023-04-15,CUST354,Female,49,"36-50",Beauty,4,200.00,50.0000000000000000
355,2023-12-09,CUST355,Female,55,"50+",Electronics,1,500.00,500.0000000000000000
356,2023-06-10,CUST356,Male,50,"36-50",Electronics,3,1500.00,500.0000000000000000
357,2023-05-03,CUST357,Female,40,"36-50",Electronics,3,75.00,25.0000000000000000
358,2023-05-16,CUST358,Female,32,"20-35",Beauty,1,300.00,300.0000000000000000
359,2023-07-22,CUST359,Male,50,"36-50",Clothing,1,50.00,50.0000000000000000
360,2023-03-09,CUST360,Male,42,"36-50",Clothing,4,100.00,25.0000000000000000
361,2023-12-10,CUST361,Female,34,"20-35",Electronics,4,1200.00,300.0000000000000000
362,2023-11-27,CUST362,Male,50,"36-50",Clothing,1,25.00,25.0000000000000000
363,2023-06-03,CUST363,Male,64,"50+",Beauty,1,25.00,25.0000000000000000
364,2023-08-23,CUST364,Female,19,"18-20",Beauty,1,500.00,500.0000000000000000
365,2023-06-11,CUST365,Male,31,"20-35",Clothing,1,300.00,300.0000000000000000
366,2023-02-07,CUST366,Male,57,"50+",Clothing,2,100.00,50.0000000000000000
367,2023-01-05,CUST367,Female,57,"50+",Electronics,1,50.00,50.0000000000000000
368,2023-08-23,CUST368,Female,56,"50+",Clothing,4,1200.00,300.0000000000000000
369,2023-11-15,CUST369,Male,23,"20-35",Electronics,3,1500.00,500.0000000000000000
370,2023-10-16,CUST370,Male,23,"20-35",Electronics,2,60.00,30.0000000000000000
371,2023-02-21,CUST371,Female,20,"20-35",Beauty,1,25.00,25.0000000000000000
372,2023-02-07,CUST372,Female,24,"20-35",Beauty,3,1500.00,500.0000000000000000
373,2023-10-03,CUST373,Female,25,"20-35",Beauty,2,600.00,300.0000000000000000
374,2023-04-20,CUST374,Female,59,"50+",Beauty,3,75.00,25.0000000000000000
375,2023-09-17,CUST375,Male,32,"20-35",Clothing,1,50.00,50.0000000000000000
376,2023-05-16,CUST376,Female,64,"50+",Beauty,1,30.00,30.0000000000000000
377,2023-03-09,CUST377,Female,46,"36-50",Clothing,4,200.00,50.0000000000000000
378,2023-06-28,CUST378,Male,50,"36-50",Beauty,1,300.00,300.0000000000000000
379,2023-02-05,CUST379,Female,47,"36-50",Clothing,1,25.00,25.0000000000000000
380,2023-05-06,CUST380,Male,56,"50+",Electronics,2,600.00,300.0000000000000000
381,2023-07-09,CUST381,Female,44,"36-50",Clothing,4,100.00,25.0000000000000000
382,2023-05-26,CUST382,Female,53,"50+",Clothing,2,1000.00,500.0000000000000000
383,2023-03-22,CUST383,Female,46,"36-50",Beauty,3,90.00,30.0000000000000000
384,2023-08-13,CUST384,Male,55,"50+",Clothing,1,500.00,500.0000000000000000
385,2023-10-06,CUST385,Male,50,"36-50",Electronics,3,1500.00,500.0000000000000000
386,2023-12-27,CUST386,Female,54,"50+",Electronics,2,600.00,300.0000000000000000
387,2023-06-04,CUST387,Male,44,"36-50",Beauty,1,30.00,30.0000000000000000
388,2023-11-10,CUST388,Male,50,"36-50",Electronics,1,25.00,25.0000000000000000
389,2023-12-01,CUST389,Male,21,"20-35",Clothing,2,50.00,25.0000000000000000
390,2023-09-28,CUST390,Male,39,"36-50",Electronics,2,100.00,50.0000000000000000
391,2023-01-05,CUST391,Male,19,"18-20",Beauty,2,50.00,25.0000000000000000
392,2023-12-08,CUST392,Male,27,"20-35",Clothing,2,600.00,300.0000000000000000
393,2023-10-11,CUST393,Female,22,"20-35",Beauty,2,1000.00,500.0000000000000000
394,2023-06-03,CUST394,Female,27,"20-35",Clothing,1,500.00,500.0000000000000000
395,2023-12-06,CUST395,Male,50,"36-50",Electronics,2,1000.00,500.0000000000000000
396,2023-02-23,CUST396,Female,55,"50+",Beauty,1,30.00,30.0000000000000000
397,2023-03-10,CUST397,Female,30,"20-35",Beauty,1,25.00,25.0000000000000000
398,2023-05-16,CUST398,Female,48,"36-50",Clothing,2,600.00,300.0000000000000000
399,2023-03-01,CUST399,Female,64,"50+",Beauty,2,60.00,30.0000000000000000
400,2023-02-24,CUST400,Male,53,"50+",Clothing,4,200.00,50.0000000000000000
401,2023-10-11,CUST401,Female,62,"50+",Clothing,1,300.00,300.0000000000000000
402,2023-03-21,CUST402,Female,41,"36-50",Clothing,2,600.00,300.0000000000000000
403,2023-05-20,CUST403,Male,32,"20-35",Clothing,2,600.00,300.0000000000000000
404,2023-05-25,CUST404,Male,46,"36-50",Electronics,2,1000.00,500.0000000000000000
405,2023-11-06,CUST405,Female,25,"20-35",Clothing,4,1200.00,300.0000000000000000
406,2023-04-18,CUST406,Female,22,"20-35",Beauty,4,100.00,25.0000000000000000
407,2023-06-25,CUST407,Female,46,"36-50",Electronics,3,900.00,300.0000000000000000
408,2023-04-15,CUST408,Female,64,"50+",Beauty,1,500.00,500.0000000000000000
409,2023-12-18,CUST409,Female,21,"20-35",Electronics,3,900.00,300.0000000000000000
410,2023-11-21,CUST410,Female,29,"20-35",Clothing,2,100.00,50.0000000000000000
411,2023-05-16,CUST411,Male,62,"50+",Electronics,4,200.00,50.0000000000000000
412,2023-09-16,CUST412,Female,19,"18-20",Electronics,4,2000.00,500.0000000000000000
413,2023-09-08,CUST413,Female,44,"36-50",Beauty,3,75.00,25.0000000000000000
414,2023-05-09,CUST414,Male,48,"36-50",Beauty,4,100.00,25.0000000000000000
415,2023-01-27,CUST415,Male,53,"50+",Clothing,2,60.00,30.0000000000000000
416,2023-02-17,CUST416,Male,53,"50+",Electronics,4,2000.00,500.0000000000000000
417,2023-11-21,CUST417,Male,43,"36-50",Electronics,3,900.00,300.0000000000000000
418,2023-08-05,CUST418,Female,60,"50+",Electronics,2,1000.00,500.0000000000000000
419,2023-05-22,CUST419,Female,44,"36-50",Clothing,3,90.00,30.0000000000000000
420,2023-01-23,CUST420,Female,22,"20-35",Clothing,4,2000.00,500.0000000000000000
421,2023-01-02,CUST421,Female,37,"36-50",Clothing,3,1500.00,500.0000000000000000
422,2023-06-20,CUST422,Female,28,"20-35",Clothing,3,90.00,30.0000000000000000
423,2023-03-08,CUST423,Female,27,"20-35",Clothing,1,25.00,25.0000000000000000
424,2023-11-23,CUST424,Male,57,"50+",Beauty,4,1200.00,300.0000000000000000
425,2023-05-15,CUST425,Female,55,"50+",Electronics,4,120.00,30.0000000000000000
426,2023-03-24,CUST426,Male,23,"20-35",Electronics,3,150.00,50.0000000000000000
427,2023-08-15,CUST427,Male,25,"20-35",Electronics,1,25.00,25.0000000000000000
428,2023-10-10,CUST428,Female,40,"36-50",Electronics,4,200.00,50.0000000000000000
429,2023-12-28,CUST429,Male,64,"50+",Electronics,2,50.00,25.0000000000000000
430,2023-08-07,CUST430,Female,43,"36-50",Electronics,3,900.00,300.0000000000000000
431,2023-10-15,CUST431,Male,63,"50+",Electronics,4,1200.00,300.0000000000000000
432,2023-01-05,CUST432,Female,60,"50+",Electronics,2,1000.00,500.0000000000000000
433,2023-02-27,CUST433,Male,29,"20-35",Beauty,4,200.00,50.0000000000000000
434,2023-02-08,CUST434,Female,43,"36-50",Electronics,2,50.00,25.0000000000000000
435,2023-12-20,CUST435,Female,30,"20-35",Beauty,3,900.00,300.0000000000000000
436,2023-03-18,CUST436,Female,57,"50+",Clothing,4,120.00,30.0000000000000000
437,2023-10-07,CUST437,Female,35,"20-35",Electronics,4,1200.00,300.0000000000000000
438,2023-01-19,CUST438,Female,42,"36-50",Clothing,1,30.00,30.0000000000000000
439,2023-07-09,CUST439,Male,50,"36-50",Clothing,3,75.00,25.0000000000000000
440,2023-10-26,CUST440,Male,64,"50+",Clothing,2,600.00,300.0000000000000000
441,2023-10-10,CUST441,Male,57,"50+",Beauty,4,1200.00,300.0000000000000000
442,2023-03-17,CUST442,Female,60,"50+",Clothing,4,100.00,25.0000000000000000
443,2023-08-09,CUST443,Male,29,"20-35",Clothing,2,600.00,300.0000000000000000
444,2023-03-07,CUST444,Female,61,"50+",Clothing,3,90.00,30.0000000000000000
445,2023-01-22,CUST445,Female,53,"50+",Electronics,1,300.00,300.0000000000000000
446,2023-06-07,CUST446,Male,21,"20-35",Electronics,1,50.00,50.0000000000000000
447,2023-07-06,CUST447,Male,22,"20-35",Beauty,4,2000.00,500.0000000000000000
448,2023-01-21,CUST448,Female,54,"50+",Beauty,2,60.00,30.0000000000000000
449,2023-07-03,CUST449,Male,25,"20-35",Electronics,4,200.00,50.0000000000000000
450,2023-04-18,CUST450,Female,59,"50+",Beauty,2,50.00,25.0000000000000000
451,2023-12-16,CUST451,Female,45,"36-50",Electronics,1,30.00,30.0000000000000000
452,2023-05-08,CUST452,Female,48,"36-50",Clothing,3,1500.00,500.0000000000000000
453,2023-12-08,CUST453,Female,26,"20-35",Clothing,2,1000.00,500.0000000000000000
454,2023-02-22,CUST454,Female,46,"36-50",Beauty,1,25.00,25.0000000000000000
455,2023-07-01,CUST455,Male,31,"20-35",Electronics,4,100.00,25.0000000000000000
456,2023-10-14,CUST456,Male,57,"50+",Electronics,2,60.00,30.0000000000000000
457,2023-07-28,CUST457,Female,58,"50+",Beauty,3,900.00,300.0000000000000000
458,2023-11-14,CUST458,Female,39,"36-50",Electronics,4,100.00,25.0000000000000000
459,2023-03-21,CUST459,Male,28,"20-35",Clothing,4,1200.00,300.0000000000000000
460,2023-05-02,CUST460,Male,40,"36-50",Beauty,1,50.00,50.0000000000000000
461,2023-03-25,CUST461,Female,18,"18-20",Beauty,2,1000.00,500.0000000000000000
462,2023-04-01,CUST462,Male,63,"50+",Electronics,4,1200.00,300.0000000000000000
463,2023-07-31,CUST463,Female,54,"50+",Beauty,3,1500.00,500.0000000000000000
464,2023-01-13,CUST464,Male,38,"36-50",Electronics,2,600.00,300.0000000000000000
465,2023-04-02,CUST465,Female,43,"36-50",Electronics,3,150.00,50.0000000000000000
466,2023-06-20,CUST466,Male,63,"50+",Electronics,4,100.00,25.0000000000000000
467,2023-07-30,CUST467,Female,53,"50+",Electronics,3,150.00,50.0000000000000000
468,2023-12-09,CUST468,Male,40,"36-50",Electronics,1,25.00,25.0000000000000000
469,2023-05-08,CUST469,Male,18,"18-20",Beauty,3,75.00,25.0000000000000000
470,2023-05-17,CUST470,Female,57,"50+",Clothing,2,1000.00,500.0000000000000000
471,2023-03-23,CUST471,Male,32,"20-35",Clothing,3,150.00,50.0000000000000000
472,2023-12-26,CUST472,Female,38,"36-50",Beauty,3,900.00,300.0000000000000000
473,2023-02-25,CUST473,Male,64,"50+",Beauty,1,50.00,50.0000000000000000
474,2023-07-15,CUST474,Female,26,"20-35",Clothing,3,1500.00,500.0000000000000000
475,2023-01-20,CUST475,Male,26,"20-35",Clothing,3,75.00,25.0000000000000000
476,2023-08-29,CUST476,Female,27,"20-35",Clothing,4,2000.00,500.0000000000000000
477,2023-04-24,CUST477,Male,43,"36-50",Clothing,4,120.00,30.0000000000000000
478,2023-04-13,CUST478,Female,58,"50+",Clothing,2,60.00,30.0000000000000000
479,2023-08-24,CUST479,Male,52,"50+",Electronics,4,1200.00,300.0000000000000000
480,2023-06-29,CUST480,Female,42,"36-50",Beauty,4,2000.00,500.0000000000000000
481,2023-06-06,CUST481,Female,43,"36-50",Electronics,4,1200.00,300.0000000000000000
482,2023-04-27,CUST482,Female,28,"20-35",Clothing,4,1200.00,300.0000000000000000
483,2023-04-25,CUST483,Male,55,"50+",Clothing,1,30.00,30.0000000000000000
484,2023-01-13,CUST484,Female,19,"18-20",Clothing,4,1200.00,300.0000000000000000
485,2023-12-04,CUST485,Male,24,"20-35",Electronics,1,30.00,30.0000000000000000
486,2023-04-09,CUST486,Female,35,"20-35",Electronics,1,25.00,25.0000000000000000
487,2023-07-24,CUST487,Male,44,"36-50",Clothing,4,2000.00,500.0000000000000000
488,2023-06-18,CUST488,Female,51,"50+",Electronics,3,900.00,300.0000000000000000
489,2023-05-23,CUST489,Male,44,"36-50",Electronics,1,30.00,30.0000000000000000
490,2023-02-05,CUST490,Male,34,"20-35",Clothing,3,150.00,50.0000000000000000
491,2023-05-23,CUST491,Female,60,"50+",Electronics,3,900.00,300.0000000000000000
492,2023-06-29,CUST492,Male,61,"50+",Beauty,4,100.00,25.0000000000000000
493,2023-11-25,CUST493,Male,41,"36-50",Beauty,2,50.00,25.0000000000000000
494,2023-09-18,CUST494,Female,42,"36-50",Beauty,4,200.00,50.0000000000000000
495,2023-07-24,CUST495,Male,24,"20-35",Beauty,2,60.00,30.0000000000000000
496,2023-12-14,CUST496,Male,23,"20-35",Clothing,2,600.00,300.0000000000000000
497,2023-10-02,CUST497,Male,41,"36-50",Clothing,4,120.00,30.0000000000000000
498,2023-06-19,CUST498,Female,50,"36-50",Clothing,4,100.00,25.0000000000000000
499,2023-01-15,CUST499,Male,46,"36-50",Beauty,2,60.00,30.0000000000000000
500,2023-03-01,CUST500,Female,60,"50+",Beauty,4,100.00,25.0000000000000000
501,2023-05-14,CUST501,Male,39,"36-50",Electronics,2,60.00,30.0000000000000000
502,2023-04-02,CUST502,Male,43,"36-50",Electronics,3,150.00,50.0000000000000000
503,2023-10-25,CUST503,Male,45,"36-50",Beauty,4,2000.00,500.0000000000000000
504,2023-05-16,CUST504,Female,38,"36-50",Beauty,3,150.00,50.0000000000000000
505,2023-01-20,CUST505,Male,24,"20-35",Beauty,1,50.00,50.0000000000000000
506,2023-02-25,CUST506,Male,34,"20-35",Beauty,3,1500.00,500.0000000000000000
507,2023-11-02,CUST507,Female,37,"36-50",Electronics,3,1500.00,500.0000000000000000
508,2023-08-11,CUST508,Male,58,"50+",Beauty,2,600.00,300.0000000000000000
509,2023-06-26,CUST509,Female,37,"36-50",Electronics,3,900.00,300.0000000000000000
510,2023-06-10,CUST510,Female,39,"36-50",Beauty,4,200.00,50.0000000000000000
511,2023-08-12,CUST511,Male,45,"36-50",Beauty,2,100.00,50.0000000000000000
512,2023-11-07,CUST512,Female,57,"50+",Beauty,1,25.00,25.0000000000000000
513,2023-09-19,CUST513,Male,24,"20-35",Electronics,4,100.00,25.0000000000000000
514,2023-03-01,CUST514,Female,18,"18-20",Electronics,1,300.00,300.0000000000000000
515,2023-07-17,CUST515,Female,49,"36-50",Clothing,3,900.00,300.0000000000000000
516,2023-10-23,CUST516,Male,30,"20-35",Beauty,4,100.00,25.0000000000000000
517,2023-04-08,CUST517,Female,47,"36-50",Clothing,4,100.00,25.0000000000000000
518,2023-05-11,CUST518,Female,40,"36-50",Clothing,1,30.00,30.0000000000000000
519,2023-01-23,CUST519,Female,36,"36-50",Electronics,4,120.00,30.0000000000000000
520,2023-12-29,CUST520,Female,49,"36-50",Electronics,4,100.00,25.0000000000000000
521,2023-08-12,CUST521,Female,47,"36-50",Clothing,4,120.00,30.0000000000000000
522,2023-01-01,CUST522,Male,46,"36-50",Beauty,3,1500.00,500.0000000000000000
523,2023-09-24,CUST523,Female,62,"50+",Electronics,1,300.00,300.0000000000000000
524,2023-10-03,CUST524,Male,46,"36-50",Beauty,4,1200.00,300.0000000000000000
525,2023-12-18,CUST525,Female,47,"36-50",Beauty,2,50.00,25.0000000000000000
526,2023-12-10,CUST526,Male,33,"20-35",Clothing,2,100.00,50.0000000000000000
527,2023-04-11,CUST527,Male,57,"50+",Clothing,2,50.00,25.0000000000000000
528,2023-07-06,CUST528,Female,36,"36-50",Clothing,2,60.00,30.0000000000000000
529,2023-08-09,CUST529,Female,35,"20-35",Clothing,3,150.00,50.0000000000000000
530,2023-02-05,CUST530,Female,18,"18-20",Electronics,4,120.00,30.0000000000000000
531,2023-12-07,CUST531,Male,31,"20-35",Electronics,1,500.00,500.0000000000000000
532,2023-06-19,CUST532,Female,64,"50+",Clothing,4,120.00,30.0000000000000000
533,2023-11-16,CUST533,Male,19,"18-20",Electronics,3,1500.00,500.0000000000000000
534,2023-06-10,CUST534,Male,45,"36-50",Clothing,2,1000.00,500.0000000000000000
535,2023-12-06,CUST535,Male,47,"36-50",Beauty,3,90.00,30.0000000000000000
536,2023-03-05,CUST536,Female,55,"50+",Beauty,4,120.00,30.0000000000000000
537,2023-06-03,CUST537,Female,21,"20-35",Beauty,1,500.00,500.0000000000000000
538,2023-09-17,CUST538,Male,18,"18-20",Clothing,3,150.00,50.0000000000000000
539,2023-06-08,CUST539,Male,25,"20-35",Beauty,1,500.00,500.0000000000000000
540,2023-12-08,CUST540,Female,46,"36-50",Electronics,3,900.00,300.0000000000000000
541,2023-07-29,CUST541,Male,56,"50+",Beauty,1,500.00,500.0000000000000000
542,2023-06-17,CUST542,Female,20,"20-35",Beauty,1,50.00,50.0000000000000000
543,2023-07-26,CUST543,Male,49,"36-50",Beauty,2,600.00,300.0000000000000000
544,2023-12-23,CUST544,Female,27,"20-35",Electronics,1,25.00,25.0000000000000000
545,2023-06-01,CUST545,Male,27,"20-35",Clothing,2,50.00,25.0000000000000000
546,2023-10-11,CUST546,Female,36,"36-50",Electronics,4,200.00,50.0000000000000000
547,2023-03-07,CUST547,Male,63,"50+",Clothing,4,2000.00,500.0000000000000000
548,2023-04-09,CUST548,Female,51,"50+",Clothing,2,60.00,30.0000000000000000
549,2023-08-04,CUST549,Female,50,"36-50",Beauty,2,100.00,50.0000000000000000
550,2023-12-07,CUST550,Male,40,"36-50",Clothing,3,900.00,300.0000000000000000
551,2023-07-14,CUST551,Male,45,"36-50",Electronics,3,900.00,300.0000000000000000
552,2023-12-13,CUST552,Female,49,"36-50",Electronics,3,75.00,25.0000000000000000
553,2023-03-31,CUST553,Male,24,"20-35",Clothing,4,1200.00,300.0000000000000000
554,2023-11-12,CUST554,Female,46,"36-50",Beauty,3,150.00,50.0000000000000000
555,2023-10-19,CUST555,Male,25,"20-35",Beauty,1,300.00,300.0000000000000000
556,2023-06-04,CUST556,Female,18,"18-20",Electronics,1,50.00,50.0000000000000000
557,2023-07-27,CUST557,Female,20,"20-35",Beauty,3,90.00,30.0000000000000000
558,2023-10-08,CUST558,Female,41,"36-50",Clothing,1,25.00,25.0000000000000000
559,2023-01-01,CUST559,Female,40,"36-50",Clothing,4,1200.00,300.0000000000000000
560,2023-06-05,CUST560,Female,25,"20-35",Electronics,1,50.00,50.0000000000000000
561,2023-05-27,CUST561,Female,64,"50+",Clothing,4,2000.00,500.0000000000000000
562,2023-04-18,CUST562,Male,54,"50+",Electronics,2,50.00,25.0000000000000000
563,2023-08-09,CUST563,Male,20,"20-35",Clothing,2,60.00,30.0000000000000000
564,2023-10-24,CUST564,Male,50,"36-50",Electronics,2,100.00,50.0000000000000000
565,2023-11-07,CUST565,Female,45,"36-50",Beauty,2,60.00,30.0000000000000000
566,2023-12-02,CUST566,Female,64,"50+",Clothing,1,30.00,30.0000000000000000
567,2023-06-14,CUST567,Female,25,"20-35",Clothing,3,900.00,300.0000000000000000
568,2023-08-27,CUST568,Female,51,"50+",Electronics,1,300.00,300.0000000000000000
569,2023-08-15,CUST569,Male,52,"50+",Electronics,4,200.00,50.0000000000000000
570,2023-08-15,CUST570,Male,49,"36-50",Clothing,1,500.00,500.0000000000000000
571,2023-12-12,CUST571,Female,41,"36-50",Electronics,1,50.00,50.0000000000000000
572,2023-04-20,CUST572,Male,31,"20-35",Clothing,4,2000.00,500.0000000000000000
573,2023-09-19,CUST573,Male,49,"36-50",Beauty,2,60.00,30.0000000000000000
574,2023-08-31,CUST574,Female,63,"50+",Electronics,2,50.00,25.0000000000000000
575,2023-03-28,CUST575,Male,60,"50+",Clothing,2,100.00,50.0000000000000000
576,2023-12-04,CUST576,Female,33,"20-35",Beauty,3,150.00,50.0000000000000000
577,2023-02-13,CUST577,Male,21,"20-35",Beauty,4,2000.00,500.0000000000000000
578,2023-05-26,CUST578,Female,54,"50+",Clothing,4,120.00,30.0000000000000000
579,2023-09-21,CUST579,Female,38,"36-50",Electronics,1,30.00,30.0000000000000000
580,2023-12-06,CUST580,Female,31,"20-35",Clothing,3,1500.00,500.0000000000000000
581,2023-11-21,CUST581,Female,48,"36-50",Beauty,2,60.00,30.0000000000000000
582,2023-11-14,CUST582,Male,35,"20-35",Clothing,3,900.00,300.0000000000000000
583,2023-06-21,CUST583,Female,24,"20-35",Electronics,4,100.00,25.0000000000000000
584,2023-02-17,CUST584,Female,27,"20-35",Beauty,4,200.00,50.0000000000000000
585,2023-05-01,CUST585,Female,24,"20-35",Clothing,1,25.00,25.0000000000000000
586,2023-12-11,CUST586,Male,50,"36-50",Electronics,1,50.00,50.0000000000000000
587,2023-06-08,CUST587,Female,40,"36-50",Beauty,4,1200.00,300.0000000000000000
588,2023-04-26,CUST588,Male,38,"36-50",Electronics,2,60.00,30.0000000000000000
589,2023-04-12,CUST589,Female,36,"36-50",Beauty,2,1000.00,500.0000000000000000
590,2023-03-17,CUST590,Male,36,"36-50",Clothing,3,900.00,300.0000000000000000
591,2023-01-13,CUST591,Male,53,"50+",Electronics,4,100.00,25.0000000000000000
592,2023-01-24,CUST592,Female,46,"36-50",Beauty,4,2000.00,500.0000000000000000
593,2023-05-06,CUST593,Male,35,"20-35",Electronics,2,60.00,30.0000000000000000
594,2023-09-01,CUST594,Female,19,"18-20",Electronics,2,600.00,300.0000000000000000
595,2023-11-09,CUST595,Female,18,"18-20",Clothing,4,2000.00,500.0000000000000000
596,2023-02-07,CUST596,Female,64,"50+",Electronics,1,300.00,300.0000000000000000
597,2023-08-22,CUST597,Male,22,"20-35",Beauty,4,1200.00,300.0000000000000000
598,2023-08-01,CUST598,Male,37,"36-50",Beauty,4,120.00,30.0000000000000000
599,2023-11-19,CUST599,Female,28,"20-35",Beauty,2,100.00,50.0000000000000000
600,2023-10-22,CUST600,Female,59,"50+",Beauty,2,1000.00,500.0000000000000000
601,2023-04-10,CUST601,Male,19,"18-20",Clothing,1,30.00,30.0000000000000000
602,2023-12-23,CUST602,Female,20,"20-35",Electronics,1,300.00,300.0000000000000000
603,2023-07-16,CUST603,Female,40,"36-50",Clothing,3,90.00,30.0000000000000000
604,2023-09-11,CUST604,Female,29,"20-35",Electronics,4,200.00,50.0000000000000000
605,2023-07-24,CUST605,Male,37,"36-50",Electronics,2,1000.00,500.0000000000000000
606,2023-05-05,CUST606,Male,22,"20-35",Electronics,1,50.00,50.0000000000000000
607,2023-03-17,CUST607,Male,54,"50+",Clothing,3,75.00,25.0000000000000000
608,2023-12-02,CUST608,Female,55,"50+",Electronics,3,1500.00,500.0000000000000000
609,2023-12-19,CUST609,Female,47,"36-50",Clothing,2,100.00,50.0000000000000000
610,2023-01-03,CUST610,Female,26,"20-35",Beauty,2,600.00,300.0000000000000000
611,2023-02-24,CUST611,Male,51,"50+",Beauty,3,1500.00,500.0000000000000000
612,2023-08-06,CUST612,Female,61,"50+",Electronics,1,500.00,500.0000000000000000
613,2023-04-23,CUST613,Female,52,"50+",Clothing,3,90.00,30.0000000000000000
614,2023-04-01,CUST614,Female,39,"36-50",Beauty,4,1200.00,300.0000000000000000
615,2023-12-23,CUST615,Female,61,"50+",Clothing,4,100.00,25.0000000000000000
616,2023-09-23,CUST616,Male,41,"36-50",Clothing,2,100.00,50.0000000000000000
617,2023-08-26,CUST617,Male,34,"20-35",Electronics,1,30.00,30.0000000000000000
618,2023-01-26,CUST618,Female,27,"20-35",Beauty,1,50.00,50.0000000000000000
619,2023-10-13,CUST619,Male,47,"36-50",Electronics,4,100.00,25.0000000000000000
620,2023-05-08,CUST620,Male,63,"50+",Electronics,3,75.00,25.0000000000000000
621,2023-03-04,CUST621,Female,40,"36-50",Beauty,2,1000.00,500.0000000000000000
622,2023-08-22,CUST622,Female,49,"36-50",Beauty,3,75.00,25.0000000000000000
623,2023-03-10,CUST623,Male,34,"20-35",Clothing,3,150.00,50.0000000000000000
624,2023-08-26,CUST624,Female,34,"20-35",Beauty,3,900.00,300.0000000000000000
625,2023-12-08,CUST625,Male,31,"20-35",Clothing,1,300.00,300.0000000000000000
626,2023-09-29,CUST626,Female,26,"20-35",Clothing,4,2000.00,500.0000000000000000
627,2023-10-14,CUST627,Male,57,"50+",Clothing,1,50.00,50.0000000000000000
628,2023-11-01,CUST628,Female,19,"18-20",Beauty,4,200.00,50.0000000000000000
629,2023-06-12,CUST629,Male,62,"50+",Electronics,2,50.00,25.0000000000000000
630,2023-08-15,CUST630,Male,42,"36-50",Clothing,2,100.00,50.0000000000000000
631,2023-11-10,CUST631,Male,56,"50+",Electronics,3,90.00,30.0000000000000000
632,2023-09-16,CUST632,Female,26,"20-35",Electronics,4,100.00,25.0000000000000000
633,2023-08-07,CUST633,Male,39,"36-50",Beauty,4,120.00,30.0000000000000000
